ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_24707	C1561528;C0087086;C0442184
ROCO_CLEF_56912	C0040184;C3244287;C0286840;C0262950
ROCO_CLEF_23969	C1320102;C0022378;C0025474;C0918037;C0003842
ROCO_CLEF_05319	C0028778;C0206054;C0182025
ROCO_CLEF_13963	C0481490;C0027530;C0175730;C0699493;C0001428;C4283785;C0935598;C2004454;C0231881;C0040590;C0040578;C0333052
ROCO_CLEF_11055	C0013687;C0751437;C0040399;C0013604;C0817096;C1546613;C0934569
ROCO_CLEF_19434	C0002978;C0042449;C0741968;C1322279;C1548816;C4255126;C3891555;C0700124;C0012359
ROCO_CLEF_04160	C0027530;C0221874;C1962945;C1548003;C1553386;C0549207;C0037949;C0043299;C1561540
ROCO_CLEF_33383	C0027530;C0221874;C0772294;C0441633;C0221198
ROCO_CLEF_15449	C0007723;C0024947;C1962945;C0237834;C0004454;C1514892;C0043299;C0204193;C0230467;C0011443;C0016533;C1548003;C0040426
ROCO_CLEF_15349	C0079595;C0231881
ROCO_CLEF_32269	C0772294;C1561540;C0221198;C3263723;C0003483
ROCO_CLEF_02149	C1322279;C0022378;C0700124
ROCO_CLEF_44060	C0751437;C0796494;C0032326;C0085195;C0238404;C0596790;C0205400;C0600111;C0013990;C1963215;C0024109;C0016059;C1440080
ROCO_CLEF_44755	C0013443;C0040395;C0034579;C4227884;C1552826;C0854217;C0040405;C0018670
ROCO_CLEF_05359	C1962945;C1548003;C0043299;C4084721;C1561538
ROCO_CLEF_05667	C0935598;C0042449
ROCO_CLEF_64970	C0751437;C1999057;C0751438
ROCO_CLEF_06678	C0002978;C0751438;C0228174;C0006104;C0003842
ROCO_CLEF_14874	C1706817;C2911692;C0009924;C0449900
ROCO_CLEF_04181	C0221198;C0772294;C0020164
ROCO_CLEF_34644	C0040405;C0034579;C0040395;C0000726
ROCO_CLEF_15902	C0006141;C0024671;C0240795;C0556030;C0231519;C2347268
ROCO_CLEF_15793	C1261473;C1522577;C1546601;C1561542;C0442031;C0030685;C0600083;C0441633;C0012621
ROCO_CLEF_45981	C0233256;C0607422;C0796494;C0723338;C0577559
ROCO_CLEF_50336	C0751437;C1548003;C1962945;C0043299;C0043262;C0223739
ROCO_CLEF_68059	C0228391;C0019552
ROCO_CLEF_15317	C0030851;C0030797
ROCO_CLEF_26886	C0030650;C0042449;C0015385;C0015811;C0003842
ROCO_CLEF_00346	C0028977;C0018670
ROCO_CLEF_55613	C0935598;C1550227;C0000925;C0947630;C0025663
ROCO_CLEF_45180	C4049634;C2825032;C0024109;C0441633;C0003842
ROCO_CLEF_29771	C0034770;C0607422
ROCO_CLEF_02388	C0003483;C0817096;C0441633
ROCO_CLEF_19280	C0043299;C1533810;C0240795;C1962945;C0556030;C0231519;C0021102;C0021107;C0035139;C0441587;C1548003;C1555302;C2347268
ROCO_CLEF_66435	C0018534;C0025663
ROCO_CLEF_67485	C0040395;C0034579;C0040405
ROCO_CLEF_60345	C0013516;C0203378;C0203379;C0013987;C1963122;C0018827;C0018790;C0018792;C1995642;C0723285;C0221533;C0013524;C2355627;C1186983;C0751437;C0003483;C0183129;C0332516;C0184252
ROCO_CLEF_20836	C0022742;C0301559
ROCO_CLEF_16646	C0027530;C0024202;C0412555;C0041618;C0746922;C0441633;C0554756
ROCO_CLEF_11759	C0181805;C0034579;C0005682;C0040395;C0040405;C0042070
ROCO_CLEF_06667	C1290940;C0024687;C1704302;C0429964;C1550227;C0429986
ROCO_CLEF_48663	C1548003;C1962945;C0043299;C0817096;C1546572
ROCO_CLEF_66284	C0700287;C0227665;C0935623;C0684224;C0441633;C0022646
ROCO_CLEF_56869	C0021853
ROCO_CLEF_45407	C0029053;C1265876;C0521530;C0817096;C0796494
ROCO_CLEF_64266	C1550472;C1963113;C0040399;C0549207;C0751438;C0277845;C0935598;C1550227;C1829459;C0606665
ROCO_CLEF_51404	C0181637;C0262485;C0026649;C1561540;C0554756
ROCO_CLEF_40186	C0031809;C0700124;C0041618;C0005847;C1322279;C0403608;C0554756;C0582103;C0412555
ROCO_CLEF_04950	C1458156;C0198632;C0019066
ROCO_CLEF_22099	C0606665;C0441640;C1550227
ROCO_CLEF_22905	C0227665;C1551379;C0374082;C0607422;C0333581;C0040405;C2242558;C0040395;C0700185;C0022646;C0034579;C0030797;C0449900;C0009924
ROCO_CLEF_41714	C0001558;C0036589;C0021815;C0025148;C0487602;C1704680;C0199808;C1444662;C0001563;C4283785;C0029443;C0442106;C0205097;C0025285;C0199810;C0376495;C0725057;C1305694;C0262950;C3469597
ROCO_CLEF_27658	C0037303;C0205400;C0006104;C0231881
ROCO_CLEF_57324	C1555302;C1533810;C0935598;C0035139;C0441587;C0524414
ROCO_CLEF_28576	C0607422;C0034896
ROCO_CLEF_58845	C1561528;C0009566;C1293284;C0841296;C0021853;C0236167;C0845672;C0009410;C0441513;C4032686;C0565460;C0198062;C0161768;C0524865;C0481493;C0038925;C1293304
ROCO_CLEF_16222	C0221874;C3853789;C1610719;C0040399;C0772294;C0309093;C1333381;C0221198
ROCO_CLEF_12520	C0750484;C0013227;C0772294;C0243144;C0441633;C0221198;C0262950
ROCO_CLEF_02532	C0228505;C1265876;C0796494;C0029053;C0004030;C0004031;C0545675
ROCO_CLEF_03818	C0751437;C0226964;C0935616;C0935624;C2355627;C0018792;C0018827;C0006901;C0227296
ROCO_CLEF_69475	C0772294;C0796494;C0221198
ROCO_CLEF_63560	C1184743
ROCO_CLEF_21603	C1552858;C1697779;C0728940;C0015252
ROCO_CLEF_44952	C4254354;C0024947;C0004454
ROCO_CLEF_67168	C3853789;C1610719;C0237058;C0869474;C0006736
ROCO_CLEF_32895	C2985765;C0009924;C0449900
ROCO_CLEF_30681	C0751437;C0227296;C0003483;C0226964;C1705273;C0935624;C0751438;C0031843;C0018670;C0006901
ROCO_CLEF_31107	C0079595;C0231881
ROCO_CLEF_10145	C0028778;C0175331;C0002978;C0162868;C0854571
ROCO_CLEF_58903	C1550227;C0037303;C0040395;C0687028;C0034579;C0015392;C2951888;C0392148;C0150312;C0028429;C0040405
ROCO_CLEF_63822	C1318154;C0003483;C0030274;C0772294;C0221198;C0018670
ROCO_CLEF_08613	C0025066;C0002978
ROCO_CLEF_47268	C0700632
ROCO_CLEF_29020	C0009813;C3263723;C1261287;C0042241;C0152097;C0011980;C3203359;C1879305;C0038351
ROCO_CLEF_42926	C0032005;C0043189
ROCO_CLEF_52536	C0013687;C1546613;C0817096;C0332448;C1546677;C0184666
ROCO_CLEF_48491	C0918012;C0011304;C0006104;C0228192;C0231881;C0770655
ROCO_CLEF_33976	C1561542
ROCO_CLEF_18914	C0935598;C0772294;C2939420;C0549207;C1328685;C0441633;C0221198;C0027627
ROCO_CLEF_50271	C0224417;C0027530;C0015811
ROCO_CLEF_59888	C1261381;C0963149;C0262950
ROCO_CLEF_43789	C0040405;C0034579;C0040395
ROCO_CLEF_00102	C0751437;C0002978;C0003842
ROCO_CLEF_16973	C0009924;C0000726;C0449900
ROCO_CLEF_07392	C1709311;C0036471;C0268919
ROCO_CLEF_42085	C0014268;C0677554;C0871287;C0009924;C0449900
ROCO_CLEF_40074	C0007332;C0282443
ROCO_CLEF_68811	C0013604;C0934502;C0205400;C0021853
ROCO_CLEF_64976	C0751437;C0040395;C0921176;C1861265;C0034579;C0524466;C0525187;C0006104;C1283066;C0017181;C0796494;C0040405;C0003842;C0566001
ROCO_CLEF_55799	C0817096
ROCO_CLEF_65207	C1552826;C0033080;C1263136;C0030797;C0678257;C1521941;C0015811;C0018670;C1139930
ROCO_CLEF_51229	C1318154
ROCO_CLEF_22232	C0751437;C1963113;C0549207;C0751438;C2115817
ROCO_CLEF_49953	C0056685;C0004048;C4084858
ROCO_CLEF_09723	C0036037;C0079595;C0231881
ROCO_CLEF_68607	C0205400;C0699493;C0020885;C1709311
ROCO_CLEF_04168	C2678467;C0441633;C1836006;C1838502
ROCO_CLEF_31136	C0028778;C3244072;C1552826;C0854571;C0741968;C0228174;C0006104;C0003842
ROCO_CLEF_48338	C0751437;C0002978;C0003842;C0012737
ROCO_CLEF_25909	C0442797;C0221874;C2355627;C0065967;C1705273;C0013604;C0031843;C0228174;C0006104;C0087111;C0033972;C0018827;C1561538
ROCO_CLEF_06804	C0040395;C0034579;C0723338;C0040405
ROCO_CLEF_19739	C0228505;C0013604;C0037303
ROCO_CLEF_37082	C0525187;C0016732;C0921176
ROCO_CLEF_65137	C0006104
ROCO_CLEF_46728	C0203463;C0175676;C0041618
ROCO_CLEF_68962	C3887532;C0809794;C0041582;C1963256;C0947630;C0224155;C0038351;C0184122;C0596601;C0687713
ROCO_CLEF_24564	C0184666;C1548003;C1962945;C0030797;C1561540;C0043299
ROCO_CLEF_67329	C0038137;C0772294;C4049938;C0243144;C0005682;C0221198;C2828392
ROCO_CLEF_55182	C1293284;C0841296;C1263136;C1548003;C0441513;C0043299;C0565460;C0198062;C1293304;C1139930;C0524865;C1962945;C0845672
ROCO_CLEF_31179	C0040426;C0034579;C0024687;C0004454;C0230467;C0024947
ROCO_CLEF_05176	C0020709;C1548864
ROCO_CLEF_45949	C0022646;C0227665
ROCO_CLEF_37202	C0591833;C0042036;C0042034
ROCO_CLEF_33836	C0751437;C0150312;C0042149
ROCO_CLEF_58534	C0184666;C0918012;C0702058;C0040405;C0441633;C0015388;C0771711;C2983285;C1293134;C0030274;C0034579;C4227884;C0040395;C0854217;C0000726;C0770655
ROCO_CLEF_21256	C0040395;C1861265;C1522577;C0034579;C0524466;C0017181;C0040405;C1561538;C0018670
ROCO_CLEF_22398	C0043299;C1962945;C1318154;C1550227
ROCO_CLEF_43821	C0029939;C0030797;C0009924;C0441633;C0577559;C0449900
ROCO_CLEF_33060	C0231881
ROCO_CLEF_51715	C1963113;C0027530;C0015811;C0441254
ROCO_CLEF_23405	C0040426;C1962945;C1548003;C0043299;C0040456;C0262950
ROCO_CLEF_01074	C0013218;C0042449;C0024202;C2717829;C0013216;C0011900;C0746922;C3665472;C0025474;C3245509
ROCO_CLEF_13112	C0015385;C0544755;C0030797;C4084721;C0262950
ROCO_CLEF_56695	C0585442;C1524073;C3541899;C0015811;C0029463
ROCO_CLEF_06972	C0412555;C0041618
ROCO_CLEF_33515	C0007531;C0040395;C0034579;C0000726;C0040405
ROCO_CLEF_48581	C0442711;C0009566;C1507394;C4032686;C4282383;C0161768;C0236167;C0301559;C2348563
ROCO_CLEF_62253	C0309093;C2328730
ROCO_CLEF_37897	C0005682;C0772294;C0023884;C0607422;C0441633;C0221198;C0233494
ROCO_CLEF_41742	C0004056;C2712334;C2827071;C0007431;C1546756;C0398296;C0349707
ROCO_CLEF_24799	C0204861;C0043299;C0206153;C0021156;C1962945;C0520484;C1552826;C0005976;C0935850;C0024128;C0037297;C0242602;C0596557;C0040736;C1548003;C0040732
ROCO_CLEF_66655	C0018827;C1839858;C0442850;C0686377
ROCO_CLEF_21240	C1555302;C1533810;C0180921;C0220825;C0016356;C0035139;C0441587;C0007431;C0398296
ROCO_CLEF_04883	C0441633;C1293131;C1522577;C1706074;C0037949
ROCO_CLEF_29735	C0013812;C1546616
ROCO_CLEF_34736	C0231881;C0934569
ROCO_CLEF_27344	C0042241;C0152097;C0011980;C0009368;C0023884
ROCO_CLEF_02578	C0184666;C1561538;C0441633
ROCO_CLEF_53013	C1527075;C0024947;C1962945;C1548003;C0004454;C0558347;C0043299;C0700164;C1179712;C0543467
ROCO_CLEF_47897	C0043299;C1293134;C0918012;C1962945;C1548003;C0007285;C1561543;C0025526;C1561542;C0016129;C0223792;C0222682;C0018563;C0770655;C1861360
ROCO_CLEF_13516	C0542560;C0554756;C0000726
ROCO_CLEF_39571	C0751437;C0040395;C0024947;C1261381;C0034579;C0004454;C0441633;C0040405
ROCO_CLEF_08134	C1293131
ROCO_CLEF_03279	C0006255;C0817096;C0014876
ROCO_CLEF_47992	C0332149;C0772294;C0023884;C0607422;C1328685;C0441633;C0221198
ROCO_CLEF_18208	C0267716;C0520904;C0867390;C0032786;C0241311
ROCO_CLEF_09344	C0027769;C0075414;C0037303;C0412555;C0041618;C0612235
ROCO_CLEF_19718	C1263136;C1261381;C0007776;C0022655;C1139930
ROCO_CLEF_47159	C0079595;C0039866
ROCO_CLEF_28855	C1293134;C0040395;C0024202;C0034579;C0025066;C0796494;C0521530;C1552826;C0040405;C0746922
ROCO_CLEF_70097	C0007597;C0016642;C0021102;C0032074;C0021107
ROCO_CLEF_59017	C0022378;C0040395;C1552858;C0034579;C0015252;C0007876;C0013303;C0728940;C0040405;C0184905
ROCO_CLEF_09052	C0751437;C1962945;C1548003;C0206138;C0934502;C0043299;C0264110;C0222670
ROCO_CLEF_13430	C0040395;C0221198;C0034579;C0772294;C0023884;C1328685;C0441633;C0040405
ROCO_CLEF_67345	C1553386
ROCO_CLEF_08464	C0729233;C1263136;C0549207;C0817096;C0038293;C1139930
ROCO_CLEF_07039	C1550517;C1962945;C1548003;C0043299;C1552562
ROCO_CLEF_49397	C0015027
ROCO_CLEF_49788	C0000828;C1962945;C1548003;C0043299;C0817096;C0796494;C0934569
ROCO_CLEF_07143	C0441610;C1553496;C0596790;C0013990;C0817096;C0024109;C0016059;C0332448;C1546677
ROCO_CLEF_31867	C4084721;C2951888;C0037303
ROCO_CLEF_52178	C0013687;C0032326;C0040395;C0238404;C1963215;C0817096;C1450294;C1546613
ROCO_CLEF_11133	C1962945;C1548003;C0037949;C0043299;C2115817;C1857644
ROCO_CLEF_58001	C0221874;C0446516;C0024687;C1140618;C0233494
ROCO_CLEF_36550	C0521428;C0772294;C0221198
ROCO_CLEF_22281	C0013103;C1962945;C1548003;C0043299;C0817096
ROCO_CLEF_12140	C0025148;C0001558;C0001563;C0199810;C0935598;C0013604;C0199808;C0376495;C0725057;C1305694;C0036589;C0606665;C3469597
ROCO_CLEF_30276	C0228505;C0040395;C0589507;C0034579;C0087111;C0817096;C0033972;C0541315;C0441633;C0040405
ROCO_CLEF_45706	C0035139;C0029976;C0021107
ROCO_CLEF_46270	C0809794;C0042449;C1185740;C0596601;C0947630;C0242114;C0687713;C0025474;C0233492;C0009924;C0184122;C0003842;C0449900
ROCO_CLEF_13002	C0424530
ROCO_CLEF_24690	C0013103;C0175730;C0687028;C1578513;C0012621;C0035139;C0441587;C1550227
ROCO_CLEF_51630	C0222720;C0921177;C0796494;C0009924;C1184145;C0449900
ROCO_CLEF_34691	C0015385;C0441633;C0034770;C0448475;C2985765
ROCO_CLEF_27805	C0221874;C1546399;C0030797;C0230171;C1546844;C1553500;C0040456;C0000726;C0333124;C0015733;C1550311
ROCO_CLEF_56934	C0700287;C0024947;C1962944;C0024687;C0004454;C0684224;C0233492;C4254354
ROCO_CLEF_29276	C0184666
ROCO_CLEF_22922	C0175722;C1522449;C0029939;C1553496;C1963223
ROCO_CLEF_58029	C1963113;C0728733;C1522662;C1962945;C1548003;C1561543;C0043299;C0185023
ROCO_CLEF_29128	C1963113
ROCO_CLEF_70480	C0221874
ROCO_CLEF_59684	C0042241;C0152097;C0011980;C0023884;C1561538
ROCO_CLEF_34255	C1963113;C0030797
ROCO_CLEF_26327	C0301559;C0728733;C0185023;C1522662
ROCO_CLEF_10126	C0015252;C0007876;C0817096;C0719022;C3245511;C1552858;C0230467;C0728940;C1550512;C0935598;C0006255;C0441633;C0205039;C0729233;C0220825;C0003483;C0549207;C0003842;C0460005;C1550618;C0184905
ROCO_CLEF_06624	C0184666;C1704258;C0817096
ROCO_CLEF_04234	C1963113;C0027530;C0030797;C3897107;C0151514;C0015811
ROCO_CLEF_17815	C0040421;C0001428;C0836921
ROCO_CLEF_69493	C0301559;C0751438
ROCO_CLEF_15164	C0221874;C0240795;C0556030;C1553386;C0446516;C0231519;C0935598;C0224240;C0003842;C1140618;C1184808;C2347268;C0030747
ROCO_CLEF_68579	C0228505;C0817096;C0024109
ROCO_CLEF_32644	C2242558;C0700124;C0040395;C0040405;C0034579;C1551379;C0374082;C0006104;C1322279;C0700185;C0018827;C0333581;C0441633;C0012359
ROCO_CLEF_63814	C0412555;C0022646;C0041618
ROCO_CLEF_17399	C1285092;C0521428;C0751438;C0017181;C0607422
ROCO_CLEF_16193	C1261287;C0022646
ROCO_CLEF_01641	C1522577
ROCO_CLEF_57846	C0441610;C1522662;C0751438;C0728733;C0022983;C0185023
ROCO_CLEF_10507	C0699493;C1552826;C0729233;C1524073;C0772294;C0014876;C0046056;C0817096;C1101725;C0221198
ROCO_CLEF_66261	C0728940;C1553386;C0015252;C0007876;C1552858;C0184905
ROCO_CLEF_43338	C0003232;C1561542;C0079595;C0009924;C0231881;C0377919;C0449900
ROCO_CLEF_58111	C1561528;C2586211;C0042449;C0009924;C0449900
ROCO_CLEF_17868	C1293284;C0841296;C0231519;C1293304;C0845672;C0031809;C0240795;C0441513;C0040732;C0565460;C0198062;C0582103;C0030650;C0449416;C1705199;C0524865;C0554756;C0556030;C3841811;C2347268;C0003842
ROCO_CLEF_10935	C0033621;C0015252;C0007876;C1552858;C0000828;C0349674;C0169911;C0728940;C0684254;C0182555;C0681494;C0205097;C0175659;C1555588;C1515974;C0021044;C0021045;C0006104;C0185117;C0017651;C0184905;C4284930
ROCO_CLEF_34465	C3891555;C4255126;C0002978;C1548816;C0024109
ROCO_CLEF_67248	C3263723;C0015385;C1561540;C0543467
ROCO_CLEF_18921	C1328685;C0005516;C0243144;C0441633
ROCO_CLEF_41757	C0038137;C0441621;C1511790;C0442726;C2828392
ROCO_CLEF_65514	C0741968;C0003842
ROCO_CLEF_38251	C0043299;C1548003;C1962945
ROCO_CLEF_20595	C2355627;C0018827;C1185740
ROCO_CLEF_29877	C0040395
ROCO_CLEF_18961	C0032743
ROCO_CLEF_69647	C0013516;C0033085;C1552858;C0015252;C0183129;C2243117;C0184252;C1186983;C0728940;C0543467
ROCO_CLEF_17841	C3853789;C1610719;C0935598;C0772294;C0221198;C0262950;C0543467;C0577559
ROCO_CLEF_41512	C1856555
ROCO_CLEF_39780	C0750484;C1611825;C0240795;C0076638;C0556030;C0231519;C0117002;C0796494;C2347268;C0040578;C0040132
ROCO_CLEF_59847	C0221874;C0015252;C0007876;C1552858;C0728940;C1550512;C0205097;C0040661;C0554756;C0042449;C0003483;C1704457;C0412555;C0041618;C0005847;C0000726;C0184905
ROCO_CLEF_22278	C0556030;C0016504
ROCO_CLEF_15752	C0028778;C1553386;C0021853;C0607422
ROCO_CLEF_66333	C1552826;C0005775;C1516559;C0751438;C0228174;C0006104;C0003842;C0566001
ROCO_CLEF_57808	C0040395;C0034579;C0030797;C0751438;C0040405
ROCO_CLEF_38630	C0005682
ROCO_CLEF_22199	C0028778;C0026995;C0700124;C1829459;C1553386;C0230168;C1322279;C0233492;C0009924;C0034185;C0449900;C0012359
ROCO_CLEF_41351	C0034770;C0030274;C0016356;C0180921
ROCO_CLEF_00776	C3853789;C1610719;C0772294;C0751438;C0007765;C0221198
ROCO_CLEF_60031	C0276640;C0678118
ROCO_CLEF_08729	C0032326;C0238404;C0947630;C0013990;C1963215
ROCO_CLEF_29096	C0043299;C1962945;C0037949
ROCO_CLEF_15798	C0039099;C0581712
ROCO_CLEF_48464	C3263723;C1962958;C0037993;C0393040
ROCO_CLEF_65954	C1515974;C4284930;C1176472;C4284931
ROCO_CLEF_54955	C0005767;C0005768;C2355627;C2337009;C1550604;C0018827;C0554756;C0229664
ROCO_CLEF_64824	C0040395;C2985765;C0883663;C0009924;C0449900
ROCO_CLEF_34040	C0030647;C0222679;C0015811;C0237497;C0185042;C0185023;C0262950
ROCO_CLEF_35263	C0030650;C0040395;C0024947;C0014245;C0034579;C0004454;C0262950;C0040405;C0000925;C0543467;C1185740
ROCO_CLEF_61707	C0013687;C1546613;C0018670
ROCO_CLEF_20370	C0027530;C0038774;C0549207;C0037949;C1261381;C0751438
ROCO_CLEF_61750	C0751437;C0920995;C0935598;C0016590;C0549207;C0751438;C1550227;C1553526;C0606665;C0064631
ROCO_CLEF_12349	C0013516;C0031809;C0003483;C0033363;C0183129;C0005847;C0016538;C0018792;C0582103
ROCO_CLEF_05807	C0028778;C0202311;C0152353;C0015392;C0796095;C2936904;C0000723;C2936859;C3245509;C0796110;C3282905
ROCO_CLEF_36335	C0034770;C1184741
ROCO_CLEF_69742	C0877201;C1962945;C0023759;C0024687;C0043299;C1548003;C1550227
ROCO_CLEF_21878	C0013687;C1546613;C0442031
ROCO_CLEF_67066	C0751437;C0772294;C0009368;C0025474;C0221198
ROCO_CLEF_50399	C1561542
ROCO_CLEF_50805	C0028778;C1290940;C0021853;C0150312;C0012359;C0700124;C0429986;C0151664;C0007531;C4321395;C0449900;C1322279;C0333139;C0549099;C0009924
ROCO_CLEF_12347	C1275491;C0612923;C3203359;C0596463;C0151846;C0039409;C0301625;C0772294;C0221198;C1185781
ROCO_CLEF_57068	C0042149;C0005682
ROCO_CLEF_34771	C1705236;C0179081;C0022742;C0015385;C0015811;C0003086;C0411943;C0412670;C0018670
ROCO_CLEF_61497	C1293284;C0841296;C1306232;C1293304;C0150312;C0845672;C0441513;C0565460;C0198062;C1293134;C1552860;C4227884;C0003617;C0854217;C0524865;C0392148
ROCO_CLEF_01398	C0751437;C0935598;C1550254;C0812144
ROCO_CLEF_33080	C0009368;C0607422
ROCO_CLEF_17606	C0772294;C0723338;C0202165;C1140621;C0221198;C4283785;C1561543;C0011644;C0262926;C0030695;C1320102;C0199230;C0262512;C0220908;C0181904;C0262950
ROCO_CLEF_67710	C0935598;C0333262;C1550472;C0005682
ROCO_CLEF_63854	C0226964;C0939261;C0935624;C0227296;C0006901
ROCO_CLEF_64279	C0036429;C0040395;C0221198;C0034579;C0772294;C0040405
ROCO_CLEF_14046	C0042384;C0521173;C0040395;C0034579;C0596790;C0024109;C0016059;C0441633;C0040405
ROCO_CLEF_54871	C0549207
ROCO_CLEF_46037	C1444581;C0182046;C1548801;C0275586;C0029090;C3840684;C0179533;C4050469
ROCO_CLEF_43479	C0038351
ROCO_CLEF_09913	C1709311;C3203359;C0224440
ROCO_CLEF_02559	C0040395;C0034579;C0227665;C0933845;C0441633;C0040405;C0022646
ROCO_CLEF_05979	C0224153;C0441633;C0221874
ROCO_CLEF_36813	C1561538;C0000726
ROCO_CLEF_10008	C0772294;C0006141;C0221198
ROCO_CLEF_57062	C1552858;C0015252;C0030797;C0007876;C0006497;C0441633;C0728940;C0184905
ROCO_CLEF_54558	C0935598;C0020507;C0001428
ROCO_CLEF_64628	C0772294;C1561542;C0242114;C1517001;C0016976;C4055646;C0221198;C0153452;C1515974;C0220825;C0412555;C0041618;C0011900;C0011906;C0545131;C4284931;C4284930
ROCO_CLEF_32074	C0221874;C0817096
ROCO_CLEF_03447	C1692321;C0006282;C0521530;C0817096;C0702249;C0332448
ROCO_CLEF_28629	C1184743
ROCO_CLEF_65749	C1829459;C0028778;C0687028;C0412555;C0041618;C3245511;C0000726;C1550227;C1185740
ROCO_CLEF_22046	C0027530;C0549207;C0231881
ROCO_CLEF_27641	C1266063;C0014245;C0030274;C0412555;C0041618;C0702058;C1176475;C0280096;C0334344;C0771711;C0152013;C0018670
ROCO_CLEF_51151	C0301559
ROCO_CLEF_43908	C0162868
ROCO_CLEF_63512	C0175723;C0003483;C1548003;C1962945;C0043299;C0817096;C0024109;C0230467
ROCO_CLEF_23736	C0043299;C1962945;C1548003;C0035139;C0441587;C0015811;C0162370;C0231184;C0018670
ROCO_CLEF_50974	C0175676;C1170653;C0333027;C1101725;C0203463;C0039597;C1553386;C0041618
ROCO_CLEF_28264	C1513735
ROCO_CLEF_48189	C0030274
ROCO_CLEF_21705	C0000726;C0003483
ROCO_CLEF_70049	C1552858;C1552860;C0015252;C0007876;C0003617;C0728940;C0184905;C0015811
ROCO_CLEF_57311	C2985765;C0011900;C0221874
ROCO_CLEF_33898	C0024947;C1318154;C1962945;C1548003;C0026367;C0004454;C0043299
ROCO_CLEF_35801	C0442034;C0817096;C1550311
ROCO_CLEF_61180	C0817096
ROCO_CLEF_18698	C1962945;C1548003;C1552839;C0043299;C0817096;C1561538
ROCO_CLEF_13102	C0040395;C0221198;C0034579;C0772294;C0037993;C0334544;C0607422;C0441633;C0040405
ROCO_CLEF_05149	C0013103;C1261287;C0687028;C0700124;C0193425;C0460139;C0012621;C0035139;C1322279;C1550227;C1546572;C0441587;C0038056
ROCO_CLEF_54019	C0772294;C0033085;C0221198;C0022646;C0227665
ROCO_CLEF_09991	C0008913;C1963113;C1263136;C1548003;C1522577;C0695640;C0043299;C1962945;C1139930
ROCO_CLEF_15408	C0230445;C0203463;C0013604;C0175676;C0041618
ROCO_CLEF_60298	C0796494;C0332448;C1546677
ROCO_CLEF_07328	C4283785;C0584884;C0226422;C0231881
ROCO_CLEF_06065	C0772294;C2951888;C0000828;C0221198;C0037303
ROCO_CLEF_58605	C0035561;C0003483
ROCO_CLEF_42098	C0441621;C1711362;C1452084;C0694547;C0700185;C1561538
ROCO_CLEF_18290	C0007531;C0003617;C1553386;C0205400;C0021853;C1552860
ROCO_CLEF_37522	C0723323;C0000726
ROCO_CLEF_29917	C1962945;C0772294;C0024687;C0043299;C0221198
ROCO_CLEF_32814	C0244399;C0817096;C1561538
ROCO_CLEF_20190	C0040395;C2586211;C0042449;C0030274;C0034579;C0607422;C0441633;C0040405;C0018670
ROCO_CLEF_13828	C0228391;C0233256;C0019552
ROCO_CLEF_34287	C0013931;C0003842
ROCO_CLEF_27193	C0040426
ROCO_CLEF_58874	C0017067;C0772294;C1258666;C0079595;C1305866;C0231881;C0221198;C0018670
ROCO_CLEF_23322	C0027530;C0229730;C0025066;C0013990;C0817096
ROCO_CLEF_13445	C0013687;C1546613;C0817096;C0014876
ROCO_CLEF_34164	C0694547;C0003842;C0024109
ROCO_CLEF_01187	C0745348;C0031809;C0700124;C0035280;C0205161;C1291077;C0267771;C0038351;C0012359;C1322279;C0947630;C0412555;C0224155;C0041618;C0229802;C0000726
ROCO_CLEF_33232	C0076638;C0741302;C0041618;C0117002;C0040132
ROCO_CLEF_60697	C1514241;C0030797;C1706817;C3834249;C4049610;C4049609;C2911692
ROCO_CLEF_28898	C0034770;C0748895;C0400783;C0400250;C0014245;C0193036
ROCO_CLEF_51852	C0240795;C0001430;C0556030;C0030518;C0231519;C0679220;C2347268
ROCO_CLEF_63085	C0040395;C0030274;C0034579;C0702058;C0040405;C0771711;C0018670
ROCO_CLEF_18629	C0013687;C1546613;C1962945;C0022742;C0043299;C1548003;C0150312
ROCO_CLEF_00174	C1553386;C1561543
ROCO_CLEF_00427	C0729233;C0003483;C0025066;C0817096;C0009924;C0449900
ROCO_CLEF_22954	C0751437;C0394239;C0226964;C0007800;C0935624;C0412219;C0018827;C0006901;C0227296
ROCO_CLEF_46391	C0024687;C0751438
ROCO_CLEF_67346	C0032005;C0441633;C0221198;C0772294
ROCO_CLEF_16908	C0221874;C0521437;C1550472
ROCO_CLEF_48701	C4255448;C2939420;C0027627;C0024109
ROCO_CLEF_38741	C0040395;C0030274;C0034579;C0702058;C0040405;C0771711;C0018670
ROCO_CLEF_27814	C0026644;C0028429;C0024947;C1552858;C0026367;C0015252;C0004454;C0007876;C0728940;C0262950;C0184905
ROCO_CLEF_14011	C0025066;C0817096;C0460005;C0024109;C0009924;C0441633;C0449900
ROCO_CLEF_04576	C0013516;C0003483;C0203378;C0203379;C0183129;C0012737;C0221533;C0013524
ROCO_CLEF_08344	C1552858;C0015252;C0024687;C0007876;C0772294;C0728940;C0221198;C0184905
ROCO_CLEF_07289	C0175331;C1293284;C0841296;C0001575;C0441513;C0565460;C0198062;C1293304;C0205161;C0524865;C0845672
ROCO_CLEF_15588	C0040426;C1318154;C1561528;C1548003;C1962945;C0043299
ROCO_CLEF_18957	C0817096;C0024109;C0796494
